,pareto_points,solution_points
1519,[1.         1.03277278],[-0.24555682  0.06293155 -0.36301082 -0.13251847]
1520,[1.         0.99286032],[-0.26932707  0.20283148 -0.3282397   0.03429909]
1521,[1.         1.03376865],[-0.25871584  0.09606606 -0.36301762 -0.06731227]
1522,[1.         1.03914583],[-0.26075727  0.0938019  -0.35717085 -0.06513436]
1523,[1.         1.01331317],[-0.26808318  0.1580013  -0.3591004   0.00608767]
1524,[1.         0.99264085],[-0.26024312  0.16879277 -0.31046957 -0.02375399]
1525,[1.         1.03047585],[-0.2819982   0.17559183 -0.35615942  0.05848016]
1526,[1.        0.5970847],[ 0.0279021   0.06827348 -0.5788534  -0.21609774]
1527,[1.         1.03134155],[-0.27668247  0.15505922 -0.35612726  0.02740235]
1528,[1.         1.03139508],[-0.26953432  0.13158737 -0.37454018 -0.00518884]
1529,[1.       1.026003],[-0.2904746   0.21953934 -0.40618566  0.13294667]
1530,[1.         0.76906532],[-0.07436159  0.03185472 -0.46746355 -0.21953198]
1531,[1.         0.59908295],[ 0.05568674  0.02028009 -0.61767995 -0.21353807]
1532,[1.         0.41725624],[ 0.21768907  0.0270924  -0.81388897 -0.19689389]
1533,[1.         1.03755009],[-0.2604815   0.09538214 -0.33888906 -0.07117007]
1534,[1.         0.65941054],[-0.00258613  0.03991586 -0.54477787 -0.21939257]
1535,[1.         0.90065545],[-0.16061425  0.03946871 -0.34656703 -0.15468454]
1536,[1.         0.82699507],[-0.0645566  -0.04995134 -0.44921124 -0.21129626]
1537,[1.        1.0296396],[-0.27311587  0.14606667 -0.3774392   0.0171844 ]
1538,[1.         1.02822554],[-0.27379704  0.15080267 -0.3868301   0.02584568]
1539,[1.         1.03729415],[-0.26505342  0.10872427 -0.34974    -0.04373412]
1540,[1.         1.01298344],[-0.23434485  0.06178428 -0.36294454 -0.14681529]
1541,[1.         0.88720399],[-0.1451151   0.02411066 -0.417539   -0.19656718]
1542,[1.         0.88974881],[-0.13856336  0.00820531 -0.42179322 -0.20168392]
1543,[0.72331835 1.12505996],[-0.36909026  0.4000249  -0.35086134  0.21258667]
1544,[1.         1.01808763],[-0.2624427   0.13139671 -0.35259935 -0.03271773]
1545,[0.89154705 1.10652292],[-0.38686973  0.4353361  -0.33384547  0.22017804]
1546,[1.         0.26301306],[ 0.577639   -0.02957237 -1.2680459  -0.19170888]
1547,[1.        1.0264492],[-0.28288895  0.18691659 -0.39132372  0.081213  ]
1548,[1.         1.02839422],[-0.2505308   0.08170556 -0.33348763 -0.11139364]
1549,[1.         0.99549615],[-0.28285196  0.25991872 -0.3493862   0.12396514]
1550,[1.         0.91486371],[-0.1580843   0.01678349 -0.39502758 -0.18122035]
1551,[1.         1.02975047],[-0.295577    0.23442392 -0.384704    0.15205424]
1552,[1.         1.03346825],[-0.27398145  0.14232382 -0.3458435   0.00649329]
1553,[1.         1.04051709],[-0.26135802  0.09345371 -0.3452732  -0.06755422]
1554,[1.        0.6490041],[ 0.07908782 -0.065626   -0.6551689  -0.21165514]
1555,[1.         0.90130228],[-0.15992276  0.03718931 -0.40738267 -0.18907395]
1556,[1.        0.5213958],[ 0.10931328  0.03694531 -0.6811128  -0.20794201]
1557,[0.9683152  1.07016683],[-0.4121342   0.47999313 -0.31573296  0.22991249]
1558,[1.       0.838337],[-0.12660378  0.04746144 -0.43117556 -0.1988668 ]
1559,[1.         0.48212126],[ 0.20260006 -0.03090447 -0.8016523  -0.19878826]
1560,[1.         1.04179096],[-0.2565701   0.078729   -0.36205298 -0.0871679 ]
1561,[1.         0.98423028],[-0.2748951   0.24882919 -0.31829995  0.08256054]
1562,[1.         0.92508054],[-0.17335144  0.03590395 -0.39876357 -0.18414398]
1563,[1.         0.76998901],[-0.01708293 -0.06165752 -0.5249593  -0.21498321]
1564,[1.         1.04209757],[-0.25428873  0.07236141 -0.35371453 -0.10165842]
1565,[1.         1.00708294],[-0.24607866  0.10067704 -0.34577608 -0.11063404]
1566,[1.        1.0261687],[-0.28461167  0.19428849 -0.3945348   0.09288004]
1567,[1.         1.01320064],[-0.27720335  0.19164617 -0.37738025  0.06410508]
1568,[1.         1.02650666],[-0.27604064  0.1615786  -0.39625224  0.0436523 ]
1569,[1.         1.02718914],[-0.2616374   0.11437702 -0.36262962 -0.04492711]
1570,[1.        0.9733094],[-0.22727646  0.09960074 -0.36125025 -0.15442318]
1571,[1.         1.03060961],[-0.29782066  0.24342258 -0.38619936  0.16591012]
1572,[1.         1.02392566],[-0.29288572  0.23587224 -0.42010775  0.15699367]
1573,[1.         0.72834736],[ 0.0203909  -0.07087874 -0.58403254 -0.21753141]
1574,[0.94218659 1.06212521],[-0.38552386  0.45447373 -0.31116146  0.22376361]
1575,[1.         1.02553976],[-0.27990893  0.1773736  -0.40008104  0.06816459]
1576,[1.         0.81762975],[-0.08723328 -0.00260425 -0.45667252 -0.2200759 ]
1577,[1.         1.00679255],[-0.26720104  0.16689906 -0.34726     0.0066056 ]
1578,[1.         0.71045864],[-0.02529079  0.01594436 -0.5197021  -0.22186331]
1579,[1.         1.02972996],[-0.2724145   0.14360645 -0.3785451   0.01363724]
1580,[1.         1.03472137],[-0.26777822  0.1208014  -0.35667896 -0.02435338]
1581,[1.         1.00476611],[-0.23449288  0.07334331 -0.3372261  -0.13300218]
1582,[1.         0.67834687],[-0.02407317  0.05394325 -0.5171821  -0.22151056]
1583,[1.         1.01720774],[-0.29034     0.24036315 -0.40349907  0.14780171]
1584,[1.         0.55742604],[ 0.09252313  0.01665011 -0.66283953 -0.2097846 ]
1585,[1.         1.03817427],[-0.2580504   0.08782408 -0.34401536 -0.08234833]
1586,[1.         0.90215874],[-0.16261825  0.04184623 -0.34305143 -0.15234852]
1587,[0.94835827 1.04522777],[-0.32154396  0.36167705 -0.33472565  0.20298284]
1588,[1.         1.00756013],[-0.25216863  0.11731364 -0.3122646  -0.08606119]
1589,[1.         0.79776996],[-0.09674495  0.03885353 -0.45207584 -0.21081388]
1590,[1.         0.99473351],[-0.2893689   0.30353436 -0.34622428  0.17529573]
1591,[1.         1.01601052],[-0.29435956  0.2651162  -0.40332967  0.17837808]
1592,[1.         0.74039471],[-0.08358654  0.08883248 -0.4625594  -0.20650594]
1593,[0.94166704 1.0522517 ],[-0.3251561   0.36281735 -0.33790022  0.2033742 ]
1594,[1.         1.00549638],[-0.27786583  0.21084592 -0.36482     0.07677121]
1595,[1.         1.01950276],[-0.29256234  0.24563876 -0.41037592  0.1604647 ]
1596,[1.         1.00663066],[-0.54649806  0.6552268  -0.28754228  0.2540929 ]
1597,[1.         0.66011345],[ 0.07664627 -0.07371813 -0.6530528  -0.2119539 ]
1598,[1.         1.02584636],[-0.2898432   0.2170694  -0.40604317  0.12918617]
1599,[1.         1.00891197],[-0.2850544   0.23544177 -0.38082248  0.12153083]
1600,[1.         0.89530593],[-0.13571675 -0.0035986  -0.41669524 -0.1980978 ]
1601,[1.         0.76699281],[-0.08976339  0.06492418 -0.4576276  -0.20860778]
1602,[0.8694579  1.21404493],[-0.43184665  0.43354636 -0.38610458  0.22040197]
1603,[0.96995297 1.20372784],[-0.48349935  0.52648664 -0.3791021   0.2216838 ]
1604,[1.         0.99600297],[-0.27131662  0.20421389 -0.3371649   0.04395053]
1605,[1.         1.00714552],[-0.23037444  0.05990022 -0.3635887  -0.14805669]
1606,[1.         1.03667045],[-0.2619916   0.10091247 -0.3676259  -0.05271025]
1607,[1.         1.03799605],[-0.25977734  0.09278569 -0.36951226 -0.06470868]
1608,[1.         1.03313828],[-0.2743047   0.14394706 -0.34751624  0.00921591]
1609,[1.         1.00109005],[-0.27592456  0.21239188 -0.35371205  0.06881425]
1610,[1.         0.95657724],[-0.19927754  0.05313622 -0.38394225 -0.17040485]
1611,[1.        0.9514488],[-0.48864132  0.6163436  -0.259655    0.25960392]
1612,[1.         0.91497922],[-0.15330319  0.00719088 -0.4121829  -0.1914913 ]
1613,[1.         0.51005214],[ 0.21171862 -0.0686236  -0.8167072  -0.19808003]
1614,[1.         0.74989957],[-0.0847422   0.07782918 -0.4614821  -0.20806172]
1615,[1.        1.0134064],[-0.26169938  0.13684745 -0.34431884 -0.03331371]
1616,[0.745951   1.09653819],[-0.3540038   0.39464885 -0.33827668  0.21083483]
1617,[1.         0.50768602],[ 0.11260521  0.04966071 -0.6837759  -0.20752835]
1618,[1.         0.50994438],[ 0.18543354 -0.04268786 -0.7820255  -0.20061833]
1619,[0.92282209 1.20040143],[-0.44199097  0.46775913 -0.37935305  0.22436273]
1620,[1.         0.98898274],[-0.27043724  0.21611091 -0.32285282  0.04599393]
1621,[1.         1.02729428],[-0.29169244  0.22205797 -0.39644727  0.13520882]
1622,[1.       0.748478],[-0.07283226  0.05520786 -0.4693644  -0.21624303]
1623,[1.         0.98300982],[-0.22695902  0.08461475 -0.3630432  -0.15623951]
1624,[1.         1.02990437],[-0.25669813  0.09618062 -0.35270894 -0.07633547]
1625,[1.         0.98002374],[-0.26241642  0.20230153 -0.2936971   0.00292951]
1626,[1.         1.00707901],[-0.24398667  0.09493828 -0.34982848 -0.11984424]
1627,[0.96420783 1.1411854 ],[-0.3679289   0.35917008 -0.38318145  0.22699615]
1628,[1.         1.00565279],[-0.24407661  0.09728909 -0.34866747 -0.11832371]
1629,[1.        0.9976359],[-0.260951    0.16200224 -0.3196811  -0.02399337]
1630,[1.         1.02667916],[-0.25612545  0.09937169 -0.34716505 -0.07730333]
1631,[1.         1.01656258],[-0.24902722  0.09473138 -0.34664625 -0.10515323]
1632,[1.        1.0157671],[-0.56969166  0.6924175  -0.29177785  0.25156346]
1633,[1.        1.0114876],[-0.24550773  0.09260327 -0.34993404 -0.11662556]
1634,[0.97936942 1.10635519],[-0.44141126  0.4956982  -0.3343604   0.23431781]
1635,[1.         1.10075581],[-0.34547147  0.3286062  -0.40040502  0.19782695]
1636,[1.         1.00479233],[-0.23988183  0.08724865 -0.31097195 -0.11771889]
1637,[1.         1.02552962],[-0.2914286   0.22501923 -0.41419628  0.14251408]
1638,[1.         0.85762143],[-0.62749183  0.81863153 -0.21225414  0.2806545 ]
1639,[1.        1.0265851],[-0.29008502  0.21645546 -0.3991413   0.12715895]
1640,[1.         1.11737061],[-0.5961255   0.7190242  -0.33899516  0.23202422]
1641,[1.         1.03193891],[-0.26788166  0.12558159 -0.37621534 -0.01401106]
1642,[1.         1.02549195],[-0.29825392  0.25968957 -0.41827053  0.18240824]
1643,[1.         0.77366143],[-0.06551813  0.01026353 -0.47228712 -0.22531137]
1644,[1.         0.98607594],[-0.26251683  0.19001955 -0.30438533 -0.00281377]
1645,[1.         0.65217167],[ 0.06215993 -0.04784554 -0.63272    -0.21328333]
1646,[1.         1.00874877],[-0.28271312  0.22480893 -0.3777838   0.10563022]
1647,[1.         0.85321945],[-0.10244638 -0.01610459 -0.4454766  -0.21701777]
1648,[0.93614333 1.08901286],[-0.34366503  0.36734965 -0.35560766  0.20512995]
1649,[1.         1.00722313],[-0.23796512  0.07878992 -0.36131945 -0.14615683]
1650,[1.         0.61744338],[ 0.03921199  0.02330858 -0.59733486 -0.21520837]
1651,[1.         1.02630341],[-0.285289    0.19673675 -0.39379013  0.09646663]
1652,[1.        0.4462609],[ 0.31884864 -0.09304595 -0.94950277 -0.18724702]
1653,[1.         1.01914287],[-0.2645668   0.13630277 -0.35928524 -0.02068324]
1654,[1.         1.03305185],[-0.26519677  0.11571814 -0.37846106 -0.02858046]
1655,[1.         0.49152279],[ 0.14168712  0.02939385 -0.7212606  -0.20466939]
1656,[1.        0.9408145],[-0.19354427  0.06068347 -0.3287257  -0.13769159]
1657,[0.9236632 1.1585182],[-0.42101514  0.45026812 -0.35929036  0.22467038]
1658,[1.         0.87182951],[-0.1214072  -0.00323462 -0.38594013 -0.1858312 ]
1659,[1.         0.86192632],[-0.1435082   0.05263928 -0.41935018 -0.1920488 ]
1660,[1.         0.79469925],[-0.06285411 -0.01822333 -0.4776377  -0.22591805]
1661,[1.         1.01741552],[-0.28729546  0.22524771 -0.40061596  0.12647489]
1662,[1.         1.02643716],[-0.27429217  0.15566118 -0.39246976  0.03285146]
1663,[1.         1.02576816],[-0.28895444  0.2133277  -0.4046614   0.12330389]
1664,[1.         1.02276063],[-0.2910263   0.22979781 -0.41573018  0.1455611 ]
1665,[1.         1.03019035],[-0.2767316   0.15729657 -0.36525816  0.03224094]
1666,[1.         1.03215873],[-0.27085665  0.13448954 -0.3647133  -0.00236039]
1667,[1.        0.8402912],[-0.0749419  -0.04758584 -0.43999073 -0.21418975]
1668,[1.         0.92951065],[-0.16871648  0.02074711 -0.4060982  -0.18613486]
1669,[1.         0.97422254],[-0.48979068  0.6069672  -0.27136958  0.25787076]
1670,[1.         1.00886035],[-0.24157159  0.08588198 -0.35564706 -0.13177612]
1671,[1.         1.01523459],[-0.2669471   0.15073882 -0.35936883 -0.00268885]
1672,[1.         0.86177856],[-0.13094515  0.02682945 -0.42761868 -0.20102558]
1673,[1.         1.03971469],[-0.26224568  0.0970903  -0.34620565 -0.06190251]
1674,[1.         0.69104046],[ 0.05593619 -0.07907888 -0.6194979  -0.20959462]
1675,[0.78059828 1.19950128],[-0.41478753  0.4221183  -0.38192686  0.22445619]
1676,[1.         1.01461649],[-0.2750128   0.18038619 -0.37562436  0.04856645]
1677,[1.         1.03269541],[-0.24849467  0.07043873 -0.35838577 -0.11970016]
1678,[1.         0.90400344],[-0.16439174  0.04330744 -0.3413779  -0.15105152]
1679,[1.         1.00658298],[-0.25478882  0.12670264 -0.31774598 -0.06953272]
1680,[1.         0.99219364],[-0.27083355  0.21056333 -0.32945684  0.04497913]
1681,[1.        0.7297402],[-0.02195841 -0.0117503  -0.5266682  -0.22168794]
1682,[1.         0.99071413],[-0.2666631   0.1966473  -0.31988043  0.01919016]
1683,[1.        0.9551335],[-0.1898504   0.03390077 -0.39436305 -0.17490084]
1684,[1.         1.10642874],[-0.3473113   0.32002977 -0.4115294   0.19739148]
1685,[1.         1.03338885],[-0.27039862  0.13101134 -0.3570894  -0.00883704]
1686,[1.        0.9885689],[-0.26887858  0.21035913 -0.3197301   0.03607758]
1687,[1.         0.98772138],[-0.23020786  0.0863264  -0.3043373  -0.11634798]
1688,[1.         0.71638137],[-0.06630926  0.08581932 -0.47469956 -0.21306863]
1689,[0.99909159 1.03632915],[-0.48934972  0.5781975  -0.30244982  0.25236204]
1690,[0.90284389 1.06273139],[-0.36864004  0.43526992 -0.31157157  0.2192877 ]
1691,[1.         0.96433216],[-0.22472832  0.10616525 -0.36247867 -0.14678319]
1692,[1.         0.90056407],[-0.1902053   0.10991447 -0.3877008  -0.16556454]
1693,[1.         1.00097859],[-0.2379196   0.08754502 -0.35724303 -0.14161137]
1694,[0.99875362 0.98959768],[-0.28809008  0.31405756 -0.3310287   0.1748483 ]
1695,[1.         1.00137496],[-0.24304344  0.10081553 -0.34768575 -0.11947295]
1696,[1.         1.03099704],[-0.2517002   0.08111061 -0.33990014 -0.10643081]
1697,[1.         0.66137981],[ 0.00123453  0.03093641 -0.5503674  -0.21905485]
1698,[1.         1.03962111],[-0.26016593  0.09148314 -0.35701275 -0.06866856]
1699,[1.         0.80150551],[-0.05447721 -0.03892672 -0.4899999  -0.22518376]
1700,[1.         1.00346243],[-0.23397006  0.07382136 -0.33568695 -0.13229553]
1701,[1.         0.58589822],[ 0.03831089  0.06515999 -0.5918339  -0.21504964]
1702,[1.         1.01959407],[-0.26143408  0.12583396 -0.35210437 -0.04006314]
1703,[1.         0.98697478],[-0.21661077  0.05366553 -0.3782974  -0.16079582]
1704,[1.         1.03941417],[-0.26239592  0.09796137 -0.34750348 -0.06037779]
1705,[1.         1.07730258],[-0.33441964  0.3329056  -0.38213187  0.19811493]
1706,[1.         0.69463271],[ 0.03266039 -0.0531045  -0.5974147  -0.21633825]
1707,[1.        1.0416435],[-0.31210178  0.2950749  -0.39635363  0.18982443]
1708,[1.         1.03764844],[-0.26282087  0.10179114 -0.35726482 -0.05302902]
1709,[0.99926421 0.92678946],[-0.453668    0.59050715 -0.24518028  0.25299186]
1710,[1.        0.6401875],[ 0.02622256  0.01618543 -0.58229506 -0.21658237]
1711,[1.         0.85895711],[-0.1475978   0.06558108 -0.41676605 -0.18831839]
1712,[1.         1.02127635],[-0.28208026  0.19431068 -0.39985865  0.08739813]
1713,[0.91038098 1.04693019],[-0.36316687  0.4366033  -0.30339685  0.21927848]
1714,[1.         0.49238318],[ 0.1663135  -0.00239876 -0.7545425  -0.20233619]
1715,[1.         0.98377025],[-0.22684816  0.08324532 -0.36360925 -0.15624833]
1716,[1.         0.82075775],[-0.14282824  0.10920729 -0.42117    -0.18221538]
1717,[1.         1.01401603],[-0.24942856  0.0996114  -0.34409648 -0.10136663]
1718,[1.         0.83754432],[-0.14562652  0.09102811 -0.4187618  -0.18447572]
1719,[0.99541608 1.0578351 ],[-0.4656293   0.54312813 -0.3119173   0.24453065]
1720,[1.         1.01412868],[-0.25819623  0.12482159 -0.33655345 -0.05514608]
1721,[0.99074839 1.04892159],[-0.32188138  0.34852785 -0.3495915   0.20049095]
1722,[1.         0.88456213],[-0.15633848  0.05091313 -0.41024095 -0.18788093]
1723,[1.        1.0194031],[-0.26394233  0.13389988 -0.35811567 -0.02470586]
1724,[1.         1.01670635],[-0.24956955  0.09600886 -0.3167665  -0.10850506]
1725,[1.         1.00200689],[-0.2702726   0.18750483 -0.3457294   0.03082358]
1726,[1.         0.69855917],[-0.01579663  0.01426236 -0.53142    -0.22090039]
1727,[1.         1.03545761],[-0.2721541   0.13311267 -0.33623195 -0.00897549]
1728,[1.         1.02892208],[-0.279586    0.16971299 -0.3714793   0.05202092]
1729,[0.99853076 0.9820255 ],[-0.27808982  0.27269948 -0.3146869   0.10897937]
1730,[0.99773681 1.04865146],[-0.32082942  0.33909774 -0.35866672  0.1986416 ]
1731,[1.         0.99819392],[-0.28724903  0.27734503 -0.3572003   0.15254465]
1732,[1.         0.80508095],[-0.06557387 -0.02515577 -0.47506142 -0.22623843]
1733,[1.         1.02951121],[-0.28324607  0.18217295 -0.36402044  0.06969029]
1734,[1.         1.02780735],[-0.278723    0.16869316 -0.38179123  0.05211823]
1735,[1.         0.87032074],[-0.12740156  0.00969115 -0.42971748 -0.20531261]
1736,[1.         0.98639584],[-0.25530192  0.16316438 -0.29012227 -0.04883147]
1737,[1.         0.78682107],[-0.11844169  0.10067561 -0.4382043  -0.19224018]
1738,[1.         0.97888744],[-0.26471788  0.21439531 -0.2953233   0.01938784]
1739,[1.         0.52459109],[ 0.14722851 -0.01614651 -0.73279047 -0.20437469]
1740,[1.         0.93468893],[-0.21346743  0.12075383 -0.37006956 -0.14089936]
1741,[1.         1.00239062],[-0.2620683   0.15718907 -0.32932624 -0.02139269]
1742,[1.         1.02526891],[-0.29169968  0.22689927 -0.41791221  0.14595042]
1743,[1.        1.0410887],[-0.2589135   0.08595913 -0.35394442 -0.07751644]
1744,[1.         1.02826214],[-0.26888397  0.13473642 -0.3824368  -0.00204354]
1745,[1.         0.92570555],[-0.17979972  0.04919434 -0.39361793 -0.18000373]
1746,[1.         1.00549197],[-0.24049723  0.08787614 -0.35541075 -0.1338652 ]
1747,[1.         1.03313637],[-0.26871398  0.12619995 -0.36464092 -0.01491682]
1748,[1.         0.88471752],[-0.12530848 -0.01072118 -0.4149826  -0.20000592]
1749,[1.         0.95694345],[-0.20621593  0.06904109 -0.37559456 -0.16716315]
1750,[1.         1.04053414],[-0.26223317  0.09585007 -0.3408904  -0.06462505]
1751,[1.         0.85640693],[-0.08726904 -0.04481891 -0.43212664 -0.2190859 ]
1752,[0.99978406 0.9801445 ],[-0.271532    0.24267074 -0.3063805   0.06431824]
1753,[1.         1.00509965],[-0.28208533  0.23070513 -0.3697189   0.10577887]
1754,[1.         1.02291214],[-0.27522984  0.16533832 -0.38919544  0.04195292]
1755,[1.         0.54541039],[ 0.15615267 -0.04852599 -0.747047   -0.20365429]
1756,[1.         1.00552464],[-0.27863786  0.21410704 -0.3660251   0.08189081]
1757,[1.         0.82584351],[-0.07974361 -0.02452143 -0.4605499  -0.22546417]
1758,[1.         1.02569425],[-0.28832924  0.21077669 -0.4040505   0.1193462 ]
1759,[1.         1.02266061],[-0.24290697  0.07000346 -0.35200214 -0.13861084]
1760,[1.         0.65209222],[ 0.02907604 -0.00207901 -0.5876863  -0.21639949]
